Genus	A1	A10	A11	A12	A2	A3	A4	A5	A6	A7	A8	A9	B1	B10	B11	B12	B2	B3	B4	B5	B6	B7	B8	B9	C1	C10	C11	C12	C2	C3	C4	C5	C6	C7	C8	C9	D1	D10	D11	D12	D2	D3	D4	D5	D6	D7	D8	D9	E1	E10	E11	E12	E2	E3	E4	E5	E6	E7	E8	E9	F1	F10	F11	F12	F2	F3	F4	F5	F6	F7	F8	F9	G1	G10	G11	G12	G2	G3	G4	G5	G6	G7	G8	G9	H1	H10	H11	H12	H2	H3	H4	H5	H6	H7	H8	H9	ITS1f	ITS4	ITS4-IT	ITS4A	gITS7
Fungi;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Campylocarpon	20	0	1	0	0	14	154	1	1	5	102	4	0	0	0	0	1	6	5299	1	220	1	226	0	10	0	0	0	21	14	91	7	3	0	2	88	4	0	0	0	10	9	149	5	0	0	54	0	10	0	2	1	37	0	21	628	35	19	16	46	21	1	0	0	57	217	157	15	0	1	0	1	6	0	0	0	233	37	0	4	3	62	0	0	4	2	0	0	40	76	0	705	0	5	1	37	0	103	0	15	0
Fungi;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Cylindrocarpon	7	0	0	0	0	0	30	0	1	0	0	25	0	0	0	0	2	1	0	0	0	0	3	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	2	9	0	0	0	2	0	7	0	0	0	1	0	7	0	0	0	0	0	5	0	0	0	0	0	0	1	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0
Fungi;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Cylindrocladiella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	17	0	0	0	0	0	7	0	14	0	1	0	0	0	0	0	0	0	0	5	99	0	0	0	6	0	0	0	0	0	3	0	259	0	0	0	1	0	0	0	0	0	1	0	43	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	1	0
Fungi;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Fusarium	255	0	0	6	16	194	830	3	4	268	114	175	23	1	0	0	163	50	70	883	527	19	185	318	49	1	0	8	51	102	352	52	48	0	23	128	178	0	0	1	145	99	168	341	2	4	119	20	156	1	4	28	93	0	238	13417	542	212	29	1614	53	0	0	1	40	110	464	36	1744	68	2	20	12	0	0	0	29	1	2	1395	12	127	0	0	25	8	0	0	977	4	5	44	3	113	0	62	0	146	0	29	0
Fungi;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Gliocephalotrichum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	1	152	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Fungi;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Gliocladiopsis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Fungi;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Nectria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;unidentified	783	0	10	8	1758	3407	4521	3604	338	751	4082	2917	604	26	0	1	4723	1682	4260	2003	20281	749	4981	370	2647	12	1	54	2919	1506	11033	436	941	323	350	10356	1029	87	4	8	919	1678	1866	7606	4359	603	7294	8	867	32	338	862	10348	0	1337	4001	3230	2165	1950	1305	2492	0	1	11	1659	1558	29601	313	1339	2352	65	9321	1038	0	0	0	2113	266	2180	3237	5249	2248	3	0	1146	84	0	0	5403	2528	49	1386	2231	3646	6	517	0	1384	0	425	0
Fungi;Ascomycota;Sordariomycetes;Hypocreales;Ophiocordycipitaceae;unidentified	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	55	0	0	0	1	0	0	0	0	0
Fungi;Ascomycota;Sordariomycetes;Hypocreales;unidentified;?	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Ascomycota;Sordariomycetes;Hypocreales;unidentified;unidentified	28	0	3	0	16	33	150	172	20	80	135	23	10	2	0	0	6	38	2025	70	267	64	395	33	22	0	0	1	127	37	6761	171	7	0	45	226	25	2	0	0	33	109	138	217	122	35	212	0	29	0	13	26	38	0	333	704	71	333	7	27	69	0	0	0	61	57	121	49	0	93	0	41	16	0	0	0	67	0	220	117	27	85	0	0	3	2	0	0	90	34	146	115	7	371	0	11	0	96	0	15	0
Fungi;Ascomycota;Sordariomycetes;Incertae sedis;?;?	5	0	0	0	2	16	332	222	0	7	0	0	1	0	0	0	15	12	0	36	9	19	0	0	16	1	0	0	11	3	64	0	13	0	0	0	15	0	0	0	7	2	23	1	0	0	0	0	56	0	0	0	6	0	5	68	167	1	10	0	27	0	0	0	0	63	191	29	1	0	1	0	6	0	0	0	2	8	133	37	0	118	0	0	6	0	0	0	1	27	0	95	9	0	1	8	0	13	0	3	0
Fungi;Ascomycota;Sordariomycetes;Incertae sedis;Annulatascaceae;Conlarium	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	12	10	0	0	0	0	0	3	0	0	0	0	4	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	1	0	0	0
Fungi;Ascomycota;Sordariomycetes;Incertae sedis;Apiosporaceae;Arthrinium	0	0	0	1	0	0	0	1	0	11	0	0	0	0	0	0	1	0	0	0	0	2	0	8	1	2	0	0	0	6	3	0	704	0	0	0	0	0	0	0	1	1	1	0	0	0	14	0	0	0	0	0	4	0	0	13	458	0	0	1	0	0	0	0	0	6	0	2	82	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	2	0	0	0	0	12	0	3	0
Fungi;Ascomycota;Sordariomycetes;Incertae sedis;Glomerellaceae;Colletotrichum	1	0	0	0	2	0	52	0	1	25	0	0	1	0	0	0	6	12	121	0	3	0	0	0	22	0	0	0	8	13	54	15	1	0	0	11	36	0	0	0	7	3	0	1	0	0	1	0	16	0	0	0	8	0	12	0	0	0	1	0	37	0	0	0	21	13	3	4	0	0	0	0	8	0	0	0	2	0	0	10	0	0	0	0	17	0	0	0	0	0	0	6	0	0	0	0	0	4	0	0	0
Fungi;Ascomycota;Sordariomycetes;Incertae sedis;Glomerellaceae;Glomerella	0	0	0	0	0	6	0	0	0	0	0	0	1	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	3	5	6	0	0	0	3	0	0	0	0	0	1	5	10	0	0	0	0	0	0	0	0	0	4	0	8	0	0	0	0	0	7	0	0	0	14	0	0	0	0	0	0	0	4	0	0	0	0	0	3	0	1	0	0	0	1	0	0	0	0	0	0	0	0	196	0	0	0	1	0	0	0
Fungi;Ascomycota;Sordariomycetes;Incertae sedis;Magnaporthaceae;?	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Ascomycota;Sordariomycetes;Incertae sedis;Magnaporthaceae;Gaeumannomyces	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	140	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
Fungi;Ascomycota;Sordariomycetes;Incertae sedis;Magnaporthaceae;unidentified	39	0	0	0	8	99	144	1204	2	4	1	469	93	0	0	0	78	9	274	730	56	11	2	141	15	0	0	4	1	14	11	901	11	476	0	73	213	0	0	0	8	16	2	103	0	16	0	0	40	2	2	10	37	0	53	471	108	0	96	1	198	0	0	0	91	25	1329	12	5	440	1	62	111	0	0	0	25	1	3	3	434	20	0	0	203	0	0	0	92	6	5	198	267	30	0	43	0	68	0	21	0
Fungi;Ascomycota;Sordariomycetes;Incertae sedis;Plectosphaerellaceae;Gibellulopsis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
Fungi;Ascomycota;Sordariomycetes;Microascales;?;?	0	0	0	0	0	9	0	0	0	2	0	8	0	0	0	0	2	5	0	0	0	0	4	0	1	0	0	0	1	1	0	0	0	3	0	27	22	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	2	0	0	0	0	1	0	32	1	0	0	0	1	0	0	1	0	0	0	16	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	10	0	0	0	0	0	0	3	0	1	0	0	0
Fungi;Ascomycota;Sordariomycetes;Microascales;Microascaceae;Graphium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0	2	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	149	0	13	0	3	0	2	0	0	0
Fungi;Ascomycota;Sordariomycetes;Microascales;Microascaceae;Petriella	0	0	0	0	11	0	72	142	0	0	0	0	0	0	0	0	1	0	1	0	4	0	64	0	1	0	0	5	5	0	2	30	2	2	0	19	26	0	0	0	0	0	0	39	0	0	0	0	37	0	2	5	1	0	1	208	35	1	0	0	0	0	0	0	0	0	0	84	1	0	0	0	4	0	0	0	0	0	0	0	12	1	0	0	12	0	0	0	77	2	0	2622	0	4	0	14	0	19	0	3	0
Fungi;Ascomycota;Sordariomycetes;Microascales;Microascaceae;Pseudallescheria	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	36	0	2	0	2	0	0	0	1	0	4	51	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	1	0	31	859	18	0	0	68	0	0	0	0	0	0	1	2	0	78	0	0	0	0	0	0	0	0	2	0	0	46	0	0	8	0	0	0	0	0	0	5	0	10	0	6	0	9	0	3	0
Fungi;Ascomycota;Sordariomycetes;Microascales;Microascaceae;unidentified	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Ascomycota;Sordariomycetes;Ophiostomatales;Ophiostomataceae;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
Fungi;Ascomycota;Sordariomycetes;Ophiostomatales;Ophiostomataceae;Sporothrix	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	16	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	340	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	21	0	1	0	3	0	0	0
Fungi;Ascomycota;Sordariomycetes;Sordariales;?;?	838	1	33	8	7170	3415	2131	491	1043	356	2805	1549	702	8	0	0	1305	1421	5325	273	5863	1084	4703	1141	1027	13	0	115	820	1860	4119	638	1854	1429	423	9166	749	1	15	13	4479	2076	922	3046	30	7674	6249	6	1202	354	287	407	3645	1	1997	3319	5446	4179	344	1293	3171	0	0	11	1236	994	5100	770	1504	1618	50	5580	756	0	1	0	3154	515	368	1429	844	6063	5	0	12304	56	1	0	11497	1026	70	6694	3155	2489	7	384	0	720	0	214	0
Fungi;Ascomycota;Sordariomycetes;Sordariales;Chaetomiaceae;?	27	0	13	0	67	38	798	172	200	111	739	16	11	0	0	3	26	110	613	74	187	32	209	14	2	0	0	3	76	36	63	210	97	7	34	183	21	0	0	0	411	61	59	787	9	22	329	0	17	1	8	94	159	0	155	1108	1726	39	59	62	34	0	0	0	7	92	1093	22	7	2	2	13	255	0	0	0	45	0	6	1	75	3359	0	0	24	16	0	0	77	248	11	821	25	184	0	90	0	119	0	26	0
Fungi;Ascomycota;Sordariomycetes;Sordariales;Chaetomiaceae;Chaetomium	75	0	3	0	252	240	185	6	15	53	285	72	129	0	0	0	158	116	56	31	360	22	544	84	52	0	0	3	163	175	882	35	91	17	36	238	155	12	0	1	34	202	214	81	524	53	590	0	55	1	5	5	298	0	307	50	1896	194	15	21	296	0	0	2	84	116	182	85	133	57	5	390	27	0	0	0	148	12	6	226	615	429	0	0	61	4	1	0	408	80	13	372	1279	330	0	39	0	102	0	47	0
Fungi;Ascomycota;Sordariomycetes;Sordariales;Chaetomiaceae;Corynascus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	1	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
Fungi;Ascomycota;Sordariomycetes;Sordariales;Chaetomiaceae;Taifanglania	0	0	0	0	30	5	5	2	1	0	2	4	1	0	0	0	2	1	0	0	4	1	2	7	224	0	0	0	0	1	1	7	0	2	0	10	1	0	0	0	4	1	0	2	0	13	2	0	2	0	0	0	20	0	0	8	14	4	1	0	14	0	0	0	1	0	2	0	76	1	0	77	0	0	0	0	1	0	0	6	6	1	0	0	1	0	0	0	43	4	720	9	974	1	0	6	0	11	0	10	0
Fungi;Ascomycota;Sordariomycetes;Sordariales;Chaetomiaceae;Thielavia	5	0	0	0	5	49	69	17	0	5	39	78	0	3	0	0	11	19	7	27	1	3	0	0	11	0	0	0	4	7	127	29	0	0	0	5	2	0	0	0	0	26	7	107	0	24	49	0	13	0	0	14	10	0	7	23	8	104	5	0	10	0	0	0	0	2	125	8	0	0	1	22	5	0	0	0	15	0	216	0	22	1	0	0	0	1	0	0	0	17	12	15	20	51	0	3	0	5	0	2	0
Fungi;Ascomycota;Sordariomycetes;Sordariales;Chaetomiaceae;unidentified	648	0	4	21	204	1997	1312	14196	190	207	126	12481	155	10	0	0	332	1501	1233	4641	1037	1700	401	10049	742	8	0	8	120	1202	371	8908	974	10580	24	6521	675	20	2	5	135	254	55	7485	1059	3572	811	1	1685	56	233	882	524	7	335	7905	9486	5781	203	2716	564	0	0	11	2541	111	3377	59	5593	1108	41	18488	1080	0	0	0	1373	204	876	40	4159	853	3	0	2005	1	2	0	1222	2510	273	38	2917	319	1	569	0	639	0	309	0
Fungi;Ascomycota;Sordariomycetes;Sordariales;Helminthosphaeriaceae;Vermiculariopsiella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Ascomycota;Sordariomycetes;Sordariales;Incertae sedis;Madurella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Ascomycota;Sordariomycetes;Sordariales;Lasiosphaeriaceae;?	87	0	5	1	2054	805	4	50	7	1	3	1	6220	0	0	0	66	801	4	1	2	4	78	2	9	2	0	22	281	451	118	7	9	3	7	0	329	0	0	1	6	881	10	91	5	584	1	0	78	60	0	14	236	0	1	1	5	66	10	0	149	0	0	0	13	5	90	81	3	2	11	1	166	0	0	0	161	1	33	2	1	1354	1	0	1480	0	1	0	1951	9	0	14	270	648	0	5	0	112	0	31	0
Fungi;Ascomycota;Sordariomycetes;Sordariales;Lasiosphaeriaceae;Apodus	0	0	0	0	0	12	0	0	0	0	0	0	1	0	0	0	11	8	0	0	0	0	0	0	4	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	17	0	0	0	0	0	0	0	1	0	0	0	0	38	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	12	0	0	0	1	0	0	0	0	4	0	2	0
Fungi;Ascomycota;Sordariomycetes;Sordariales;Lasiosphaeriaceae;Cercophora	10	0	1	0	17	29	0	2	0	27	0	0	41	0	0	0	14	67	16	0	0	0	2	0	1	0	0	1	51	18	89	0	2	0	129	0	8	0	0	0	5	36	0	725	0	0	0	0	19	0	0	86	17	0	1	228	0	0	1	0	72	0	0	0	1	1	23	14	0	0	0	0	11	0	0	0	20	0	2	92	0	39	0	0	6	0	0	0	418	31	0	1	1	0	0	0	0	29	0	5	0
Fungi;Ascomycota;Sordariomycetes;Sordariales;Lasiosphaeriaceae;Podospora	96	0	0	0	284	136	31	95	7	14	7	0	440	0	0	0	30	107	265	16	7	56	236	0	23	0	0	9	174	19	70	1	16	0	20	0	6	5	0	0	102	231	4	34	286	0	18	0	520	0	0	2	78	0	90	147	488	53	6	0	177	0	0	0	4	16	69	30	0	0	7	1	45	0	0	0	272	0	1	0	461	212	0	0	16	0	0	0	1045	85	1	34	131	13	0	16	0	50	0	10	0
Fungi;Ascomycota;Sordariomycetes;Sordariales;Lasiosphaeriaceae;Zopfiella	16	0	0	1	33	1396	1	4	1	0	11	26	336	0	0	0	6	66	11	411	0	1	0	0	79	0	0	7	96	531	1088	556	5	2	0	52	122	0	2	1	31	26	31	1	2	0	18	0	96	2	1	3	18	0	15	572	0	40	2	55	61	0	0	1	12	4	42	18	1	0	29	0	30	0	0	0	115	77	1	0	5	0	0	0	65	0	0	0	732	39	0	0	15	17	0	2	0	34	0	8	0
Fungi;Ascomycota;Sordariomycetes;Sordariales;Sordariaceae;?	0	0	0	0	27	3	135	1	1	0	21	10	12	0	0	0	201	34	2	0	22	38	12	19	519	1	0	0	1	0	1	0	121	16	10	28	247	0	0	0	4	54	0	339	45	5	278	2	34	67	0	38	16	0	1	5	8	22	0	0	17	0	0	0	4	0	11	6	40	1	0	81	387	0	0	0	14	1	3	29	0	2	0	0	3331	0	0	0	20	15	1	4	12	75	0	30	0	74	0	21	0
Fungi;Ascomycota;Sordariomycetes;Sordariales;Sordariaceae;Neurospora	0	0	0	0	5	0	15	0	0	0	7	1	0	2	0	0	247	2	0	0	3	323	2	2	20	0	0	0	0	0	114	0	1	1	1	3	4	0	0	0	0	9	0	9	49	0	20	0	6	2	0	1	251	0	0	2	1	2	9	0	0	0	0	0	0	0	132	0	2	1	0	18	8	0	0	0	1	0	59	19	0	0	0	0	130	1	0	0	3	1	1	22	257	20	0	1	0	16	0	6	0
Fungi;Ascomycota;Sordariomycetes;Sordariales;Sordariaceae;unidentified	58	0	12	1	2008	152	5293	282	213	5	1203	39	385	7	0	1	2260	391	15	9	462	2813	482	63	2164	5	1	5	181	16	1480	12	306	466	86	806	786	511	136	0	240	2038	241	1960	31164	231	6545	5	108	265	22	188	3116	0	12	184	433	879	136	2	240	0	0	5	465	931	2003	212	124	8	25	8439	1256	0	0	0	47	4941	389	107	40	2822	13	0	11610	22	0	0	552	1498	7	1418	918	7027	3	322	0	739	0	222	0
Fungi;Ascomycota;Sordariomycetes;Sordariales;unidentified;?	6	0	0	0	0	64	2	83	0	2	0	0	13	0	0	0	11	179	2	2	0	775	1	0	0	0	0	0	1	46	224	4317	7	0	1	0	10	0	0	0	1	1	6	444	5	1	2	0	7	6	0	61	1	0	5	1423	8	0	4	0	488	0	0	0	1	49	79	79	6	0	1	1	19	0	0	0	298	0	3	2	3	0	0	0	75	0	0	0	29	40	1	2	0	1	0	13	0	99	0	11	0
Fungi;Ascomycota;Sordariomycetes;Sordariales;unidentified;unidentified	6	2	0	0	5	242	25	3143	3	5	0	1	10	3	0	0	147	246	62	437	6	232	0	1	416	6	0	2	9	847	153	210	508	289	3	157	48	64	9	4	81	1	6	2401	3287	48	31	0	307	4	7	242	9	0	103	5834	808	52	7	36	180	0	2	0	74	61	183	204	4	2	9	22	301	0	0	0	194	538	621	614	387	44	0	0	253	0	0	0	243	795	1	21	5	0	0	20	0	176	0	50	0
Fungi;Ascomycota;Sordariomycetes;Trichosphaeriales;Incertae sedis;unidentified	15	0	0	1	5	129	94	1	3224	0	0	3	15	0	0	0	107	12	38	2	6	20	0	0	24	0	0	1	18	21	138	1	8	0	1	15	6	0	0	0	4	31	83	0	0	1	16	0	47	2	0	0	38	0	38	1001	341	1	1	99	125	0	0	0	44	9	18	21	44	46	5	0	21	0	0	0	2	0	2	2	1	8	0	0	35	0	0	0	84	57	48	0	74	38	0	1	0	33	0	6	0
Fungi;Ascomycota;Sordariomycetes;Xylariales;?;?	448	0	0	0	1	4	1	0	7	28	109	11	4	0	0	0	1	8	6	1	62	1	24	0	3	8	0	0	9	2	11	0	996	57	0	44	1	0	1	0	14	15	5	36	1	0	18	0	18	0	1	5	13	0	17	312	51	66	0	1	0	0	0	0	1	256	7	15	0	29	0	1	9	0	0	0	11	39	1	0	0	35	0	0	5	0	0	0	18	27	21	7	47	42	1	3	0	32	0	7	0
Fungi;Ascomycota;Sordariomycetes;Xylariales;Amphisphaeriaceae;Bartalinia	8	0	1	3	18	57	51	2	1	2	100	40	9	0	0	0	35	253	8	56	304	7	74	9	94	0	0	0	0	44	183	22	1	0	74	46	38	0	5	0	2	30	20	141	38	28	95	0	48	1	1	25	25	0	23	19	6	7	2	14	13	0	0	0	35	0	33	9	439	0	2	1	80	0	1	0	241	144	0	0	2	142	1	0	32	3	0	0	162	178	0	5	25	1	0	12	0	25	0	8	0
Fungi;Ascomycota;Sordariomycetes;Xylariales;Amphisphaeriaceae;Pestalotiopsis	7	0	1	0	2	6	44	104	0	2	81	0	6	0	0	0	39	9	10	25	93	109	4	25	67	0	0	1	3	9	10	9	3	10	8	126	4	10	0	0	0	4	1	140	567	23	20	0	15	0	3	15	62	0	2	16	55	33	0	0	15	0	0	0	11	0	9	11	0	3	1	15	22	0	0	0	31	0	1	126	6	83	0	0	0	3	0	0	15	18	0	31	15	33	0	2	0	22	0	2	0
Fungi;Ascomycota;Sordariomycetes;Xylariales;Amphisphaeriaceae;Seiridium	2	0	0	0	0	0	0	0	0	0	1	1	0	2	0	0	16	1	0	0	1	0	0	0	3	0	0	0	0	1	0	0	1	1	3527	0	0	0	0	0	0	0	0	1	0	1	0	0	3	0	0	0	16	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	193	0	0	1	0	0	0	0	0	0	7	1	0	74	1	29	0	10	0	14	0	1	0
Fungi;Ascomycota;Sordariomycetes;Xylariales;Amphisphaeriaceae;unidentified	0	0	0	2	2	1	82	0	0	5	0	1	1	0	0	0	15	4	0	108	2	8	1	0	7	0	0	0	0	6	72	50	0	0	0	0	14	0	2	0	0	1	8	178	0	0	0	0	24	0	0	23	6	0	21	5	1	1	0	0	4	0	0	0	0	5	0	3	722	0	0	0	36	0	0	0	1	19	1	0	0	0	0	0	1	0	0	0	0	206	2	5	0	0	0	3	0	3	0	3	0
Fungi;Ascomycota;Sordariomycetes;Xylariales;Diatrypaceae;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	5	0	0	0	0	0	0	0	0	0	0	26	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Ascomycota;Sordariomycetes;Xylariales;Diatrypaceae;Eutypella	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	30	0	0	0	0	0	0	0	5	0	1	1	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Fungi;Ascomycota;Sordariomycetes;Xylariales;Hyponectriaceae;?	298	0	1	4	7	70	2	2	0	0	382	0	17	0	0	0	10	32	29	3	429	17	506	32	110	0	0	1	73	120	145	1	123	25	180	69	29	0	0	0	12	50	3	20	2	0	145	0	27	0	2	2	67	0	3	0	559	131	2	12	41	1	0	0	63	436	29	25	96	0	1	49	13	0	0	0	142	14	4	13	32	257	1	0	19	13	0	0	344	1	1	5	73	153	0	17	0	38	0	15	0
